timestamp_utc,open,high,low,close,volume,source,symbol
2026-09-07T00:24:00Z,94.4749984741211,94.4749984741211,94.4749984741211,94.4749984741211,0.0,yahoo,USDINR=X
2026-09-07T01:53:00Z,94.4749984741211,94.4749984741211,94.4749984741211,94.4749984741211,0.0,yahoo,USDINR=X
2026-09-07T01:54:00Z,94.4749984741211,94.4749984741211,94.4749984741211,94.4749984741211,0.0,yahoo,USDINR=X
2026-09-07T02:04:00Z,94.4749984741211,94.4749984741211,94.4749984741211,94.4749984741211,0.0,yahoo,USDINR=X
2026-09-07T02:23:00Z,94.4749984741211,94.4749984741211,94.4749984741211,94.4749984741211,0.0,yahoo,USDINR=X
2026-09-07T03:10:00Z,94.48500061035156,94.48500061035156,94.48500061035156,94.48500061035156,0.0,yahoo,USDINR=X
2026-09-07T03:30:00Z,94.48999786376953,94.48999786376953,94.38999938964844,94.38999938964844,0.0,yahoo,USDINR=X
2026-09-07T03:31:00Z,94.38500213623047,94.40499877929688,94.37999725341797,94.40499877929688,0.0,yahoo,USDINR=X
2026-09-07T03:32:00Z,94.40750122070312,94.41000366210938,94.37999725341797,94.41000366210938,0.0,yahoo,USDINR=X
2026-09-07T03:33:00Z,94.38999938964844,94.42250061035156,94.38999938964844,94.41500091552734,0.0,yahoo,USDINR=X
2026-09-07T03:34:00Z,94.41999816894531,94.42250061035156,94.4000015258789,94.41999816894531,0.0,yahoo,USDINR=X
2026-09-07T03:35:00Z,94.42250061035156,94.43250274658203,94.41500091552734,94.43000030517578,0.0,yahoo,USDINR=X
2026-09-07T03:36:00Z,94.43499755859375,94.43499755859375,94.41999816894531,94.43000030517578,0.0,yahoo,USDINR=X
2026-09-07T03:37:00Z,94.43250274658203,94.44499969482422,94.41799926757812,94.44249725341797,0.0,yahoo,USDINR=X
2026-09-07T03:38:00Z,94.44000244140625,94.44999694824219,94.4229965209961,94.44999694824219,0.0,yahoo,USDINR=X
2026-09-07T03:39:00Z,94.43800354003906,94.45249938964844,94.43499755859375,94.4375,0.0,yahoo,USDINR=X
2026-09-07T03:40:00Z,94.44000244140625,94.44000244140625,94.4375,94.44000244140625,0.0,yahoo,USDINR=X
2026-09-07T03:41:00Z,94.44000244140625,94.44249725341797,94.427001953125,94.44249725341797,0.0,yahoo,USDINR=X
2026-09-07T03:42:00Z,94.43299865722656,94.44499969482422,94.43299865722656,94.43299865722656,0.0,yahoo,USDINR=X
2026-09-07T03:43:00Z,94.44499969482422,94.44499969482422,94.44000244140625,94.44000244140625,0.0,yahoo,USDINR=X
2026-09-07T03:44:00Z,94.44249725341797,94.44249725341797,94.44000244140625,94.44000244140625,0.0,yahoo,USDINR=X
2026-09-07T03:45:00Z,94.44249725341797,94.44499969482422,94.43800354003906,94.44249725341797,0.0,yahoo,USDINR=X
2026-09-07T03:46:00Z,94.44000244140625,94.44499969482422,94.43000030517578,94.44249725341797,0.0,yahoo,USDINR=X
2026-09-07T03:47:00Z,94.44499969482422,94.44750213623047,94.43499755859375,94.44249725341797,0.0,yahoo,USDINR=X
2026-09-07T03:48:00Z,94.44499969482422,94.44999694824219,94.43299865722656,94.44000244140625,0.0,yahoo,USDINR=X
2026-09-07T03:49:00Z,94.43499755859375,94.44999694824219,94.43499755859375,94.44000244140625,0.0,yahoo,USDINR=X
2026-09-07T03:50:00Z,94.44200134277344,94.44999694824219,94.44200134277344,94.44750213623047,0.0,yahoo,USDINR=X
2026-09-07T03:51:00Z,94.44750213623047,94.44999694824219,94.44499969482422,94.44750213623047,0.0,yahoo,USDINR=X
2026-09-07T03:52:00Z,94.44000244140625,94.44999694824219,94.44000244140625,94.44750213623047,0.0,yahoo,USDINR=X
2026-09-07T03:53:00Z,94.44750213623047,94.44999694824219,94.43800354003906,94.44999694824219,0.0,yahoo,USDINR=X
2026-09-07T03:54:00Z,94.44499969482422,94.44999694824219,94.44000244140625,94.44249725341797,0.0,yahoo,USDINR=X
2026-09-07T03:55:00Z,94.44750213623047,94.44750213623047,94.43299865722656,94.43499755859375,0.0,yahoo,USDINR=X
2026-09-07T03:56:00Z,94.44999694824219,94.44999694824219,94.43800354003906,94.44999694824219,0.0,yahoo,USDINR=X
2026-09-07T03:57:00Z,94.44750213623047,94.45249938964844,94.44000244140625,94.44499969482422,0.0,yahoo,USDINR=X
